Cited Journal Data,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,Rest
310,,IEEE INT CONF ROBOT,3,0,0,0,0,0,0,0,0,1,0,2
311,,IEEE ROMAN,3,0,0,0,0,1,0,0,0,0,0,2
312,,IEEE T NEUR NET LEAR,3,0,0,0,0,0,0,0,0,0,0,3
313,2.393,INFANCY,3,0,1,0,0,0,0,0,1,0,0,1
314,,INFORMAL LOG,3,0,0,0,0,0,0,0,0,0,0,3
315,,INT ARCH PHOTOGRAMM,3,0,0,0,0,0,0,0,0,1,0,2
316,,INT J ARTS TECHNOL,3,0,0,0,0,0,0,0,0,0,0,3
317,3.469,INT J COMP-SUPP COLL,3,0,0,0,0,0,0,0,0,0,0,3
318,2.863,INT J HUM-COMPUT ST,3,0,1,0,0,0,0,0,0,0,0,2
319,,INTELL DECIS TECHNOL,3,0,0,0,0,0,0,0,0,0,0,3
320,,J APPL LOGIC,3,1,0,0,0,0,0,0,0,0,1,1
321,,J ARTIF INTELL RES,3,0,0,0,0,0,0,0,0,0,0,3
322,3.321,J AUTISM DEV DISORD,3,0,0,0,0,1,1,0,0,0,0,1
323,,J BIOMED INFORM,3,0,0,0,0,0,0,0,0,0,0,3
324,3.354,J BUS RES,3,0,0,0,0,0,0,0,0,0,0,3
325,,J EYE MOVEMENT RES,3,0,0,0,0,0,0,0,0,0,0,3
326,7.733,J MANAGE,3,0,0,0,0,0,0,0,0,0,0,3
327,,J MECH DESIGN,3,0,0,0,0,0,0,0,0,0,0,3
328,,J NEW MUSIC RES,3,0,0,0,0,0,0,0,0,1,0,2
329,,KNOWL ENG REV,3,0,0,0,0,0,0,0,0,0,0,3
330,,L N INF SYST ORGAN,3,0,0,0,0,0,1,0,0,0,0,2
331,,LANG RESOUR EVAL,3,0,0,0,0,0,0,1,0,0,0,2
332,,MULTIMED TOOLS APPL,3,0,0,0,0,0,0,1,0,0,1,1
