Citing Journal Data: COGNITIVE PSYCHOLOGY,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,Rest
144, ,INKM ID CURR ISS,2,0,0,0,0,0,0,0,0,2,0,0
145, ,INT C PHON SCI SAARB,2,0,0,0,0,0,0,0,2,0,0,0
146, ,INTERFACE LANGUAGE V,2,0,0,0,0,0,0,0,0,0,0,2
147,5.153,J ABNORM PSYCHOL,2,0,0,0,0,0,0,0,0,0,1,1
148, ,J AM STAT ASSOC,2,0,0,0,0,0,0,0,0,0,0,2
149,1.891,J FLUENCY DISORD,2,0,0,0,0,0,1,0,0,0,1,0
150, ,J GERONTOL,2,0,0,0,0,0,0,0,1,0,0,1
151,3.213,J GERONTOL B-PSYCHOL,2,0,0,0,0,1,0,0,1,0,0,0
152,2.312,J LEARN SCI,2,0,0,0,0,0,0,0,0,0,1,1
153,1.418,J MOTOR BEHAV,2,0,0,0,0,1,0,0,0,0,0,1
154, ,J NEUROPHYSIOL,2,0,0,0,0,0,0,0,0,0,0,2
155, ,J R STAT SOC B,2,0,0,0,0,0,0,0,0,0,0,2
156,1.521,JUDGM DECIS MAK,2,0,0,0,0,1,0,1,0,0,0,0
157,1.073,LANG SOC,2,0,0,0,0,0,0,0,0,0,0,2
158, ,LANGUAGE SPACE,2,0,0,0,0,0,0,0,0,0,0,2
159,0.647,LINGUA,2,0,0,0,0,0,0,0,0,0,0,2
160, ,MIND MACH,2,0,0,0,0,0,0,0,0,0,0,2
161, ,NEURAL COMPUT,2,0,0,0,0,1,0,1,0,0,0,0
162, ,NEUROCOMPUTING,2,0,0,0,0,0,0,0,2,0,0,0
163,3.269,NEUROPSYCHOLOGY,2,0,0,1,0,0,0,0,0,0,0,1
164, ,NEUROSCI BIOBEHAV R,2,0,0,0,0,1,0,1,0,0,0,0
165, ,NEUROSCIENTIST,2,0,1,0,1,0,0,0,0,0,0,0
166, ,P 24 ANN C COGN SCI,2,0,0,0,0,0,0,0,0,0,0,2
167, ,P 31 ANN M COGN SCI,2,0,0,0,0,0,2,0,0,0,0,0
168, ,P 33 ANN C COGN SCI,2,0,0,0,2,0,0,0,0,0,0,0
169, ,P 36 ANN M COGN SCI,2,1,1,0,0,0,0,0,0,0,0,0
170,0.784,PHILOS PSYCHOL,2,0,0,0,0,0,0,1,1,0,0,0
171, ,PHILOS T R SOC B,2,1,0,0,0,0,1,0,0,0,0,0
172, ,PRAAT DOING PHONETIC,2,0,1,0,0,0,1,0,0,0,0,0
173,2.986,PSYCHOPHYSIOLOGY,2,0,0,0,0,0,1,0,0,0,0,1
174, ,R LANG ENV STAT COMP,2,0,1,0,1,0,0,0,0,0,0,0
175, ,RELEVANCE COMMUNICAT,2,0,0,0,0,0,0,0,0,0,0,2
176, ,SEMANTICS COGNITION,2,0,0,0,0,0,0,0,0,0,0,2
177, ,SIMILARITY ANALOGICA,2,0,0,0,0,0,0,0,0,0,0,2
178, ,SPEAKING INTENTION A,2,0,0,0,0,0,0,0,0,0,0,2
179, ,SPEECH COMMUN,2,0,0,0,1,0,0,0,0,0,0,1
180, ,STOCHASTIC MODELING,2,0,0,0,0,0,0,0,0,0,0,2
181, ,STUD THINKING,2,0,0,0,0,0,0,0,0,0,0,2
182, ,THESIS,2,0,0,0,0,0,0,1,0,0,1,0
183, ,TRENDS NEUROSCI,2,1,0,0,0,0,0,1,0,0,0,0
184, ,TUTORIALS MOTOR BEHA,2,0,0,0,0,0,0,0,0,0,0,2
185, ,USING LANGUAGE,2,0,0,0,0,0,0,0,0,0,0,2
Copyright © 2018 Clarivate Analytics,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,
