Citing Journal Data,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Rest
212, ,ACM C COMP SUPP COOP,2,0,0,0,0,0,1,0,0,0,0,1
213, ,ACT 10 C INN ED ENS,2,0,0,0,0,1,1,0,0,0,0,0
214, ,ACT 10 C INT ING GRA,2,0,0,0,0,0,0,0,0,0,2,0
215, ,ACT 12 C INT ING GRA,2,0,0,0,0,0,0,0,2,0,0,0
216,0.129,ADULT EDUC QUART,2,0,0,0,0,0,0,0,0,0,0,2
217, ,ADV INSTRUCT PSYCHOL,2,0,0,0,0,0,0,0,1,0,0,1
218, ,AM ED RES ASS C SAN,2,0,0,0,2,0,0,0,0,0,0,0
219, ,AM J CLIN NUTR,2,0,0,0,0,0,1,0,0,0,1,0
220,3.338,AM J SOCIOL,2,0,0,0,0,0,0,0,0,0,0,2
221, ,AM J SURG,2,0,0,0,0,1,1,0,0,0,0,0
222,0.948,APPL ERGON,2,0,0,0,0,1,0,0,0,0,0,1
223, ,ARTIF INTELL,2,0,0,0,0,0,0,0,0,0,0,2
224, ,ASSESSING STUDENT LE,2,0,0,0,0,0,0,0,0,0,0,2
225, ,ASSESSMENT EVALUATIO,2,0,0,0,0,0,1,0,0,0,0,1
226, ,BELIEF ATTITUDE INTE,2,0,0,0,0,0,0,0,0,0,0,2
227,0.782,BRIT EDUC RES J,2,0,0,0,0,0,1,0,0,1,0,0
228, ,CHALLENGES ICT FINNI,2,0,0,0,0,0,0,0,0,2,0,0
229, ,CLIN ANAT,2,0,0,0,0,0,1,1,0,0,0,0
230, ,COGNITIVE SCI MATH E,2,0,0,0,0,0,0,0,0,0,0,2
231, ,COGNITIVE STYLES ESS,2,0,0,0,0,0,0,0,0,0,0,2
232, ,COGNITIVE STYLES LEA,2,0,0,0,0,0,0,0,0,0,2,0
233, ,COLL COMPOS COMMUN,2,0,0,0,0,0,0,0,0,0,0,2
234, ,COLL STUDENT J,2,0,0,0,0,0,0,0,1,1,0,0
235, ,COLL TEACHING,2,0,0,1,0,0,0,0,0,1,0,0
236, ,COMMUN RES RE,2,0,0,0,0,0,0,0,0,0,0,2
237,1.465,COMMUN THEOR,2,0,0,0,0,0,0,0,0,0,0,2
238, ,COMPUT ASSISTED LA,2,0,0,0,0,0,0,0,0,0,1,1
239, ,COMPUT BIOL MED,2,0,0,0,1,0,0,0,0,0,0,1
240, ,COMPUT GRAPH FORUM,2,0,0,0,0,1,0,0,0,0,0,1
241, ,COMPUTER,2,0,0,1,0,0,0,0,0,1,0,0
242, ,COMPUTERS ED LIFELON,2,0,0,0,0,2,0,0,0,0,0,0
243, ,COMPUTERS EDUC INT J,2,0,0,0,0,0,0,1,0,0,0,1
244, ,COMPUTERS SCH,2,0,0,0,0,0,0,0,0,0,0,2
