Cited Journal Data,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Rest
119,0.206,TRANSPORT RES REC,8,0,0,0,0,0,0,0,0,0,2,6
120,0.554,COMPUT IND ENG,7,0,0,0,0,0,0,0,0,0,1,6
121,1.147,COMPUT OPER RES,7,0,0,0,0,1,0,1,0,0,0,5
122,1.417,COMPUT VIS IMAGE UND,7,0,0,0,0,1,0,1,0,0,0,5
123,0.655,CYBERNET SYST,7,0,0,0,1,0,2,0,0,0,0,4
124,1.017,DESIGN STUD,7,0,1,0,0,0,2,0,0,0,1,3
125,0.545,DISCRETE EVENT DYN S,7,0,1,1,0,0,1,0,0,3,0,1
126,1.373,FUZZY SET SYST,7,0,0,0,2,2,0,0,0,1,0,2
127,2.137,IEEE T FUZZY SYST,7,0,0,2,1,0,0,0,0,0,1,3
128,2.769,IEEE T NEURAL NETWOR,7,0,0,0,0,1,0,1,0,0,0,5
129,0.660,INFORM PROCESS LETT,7,0,0,0,0,0,0,0,0,0,0,7
130,0.436,INFORM SYST FRONT,7,0,0,0,0,0,0,0,0,0,0,7
131,,INT J HUM ROBOT,7,0,0,0,0,1,1,0,0,0,0,5
132,,INT J WEB SERV RES,7,0,0,0,1,0,1,2,0,0,0,3
133,2.335,NEURAL COMPUT,7,0,0,0,0,1,0,0,0,0,1,5
134,,PROC FRONT EDUC CONF,7,0,0,0,0,1,0,0,0,1,0,5
135,,SPR TRA ADV ROBOT,7,0,0,0,0,0,0,0,1,0,6,0
136,1.172,ADV ENG INFORM,6,0,0,0,0,1,1,0,0,0,1,3
137,1.646,BIOSYSTEMS,6,0,0,1,0,0,1,0,0,0,1,3
138,,COMP IMAG VIS,6,0,0,0,0,0,0,0,0,0,0,6
139,1.238,COMPUT CHEM ENG,6,0,0,0,0,1,0,0,0,0,0,5
140,0.349,COMPUT INFORM,6,0,0,0,0,0,0,0,0,0,0,6
141,0.482,CONCURRENT ENG-RES A,6,0,0,0,0,0,2,0,0,0,0,4
142,,CONF REC ASILOMAR C,6,0,0,0,0,0,0,0,0,1,0,5
143,1.263,CONTROL ENG PRACT,6,0,0,0,0,1,0,0,1,0,1,3
144,0.571,ENG OPTIMIZ,6,0,0,0,0,0,0,0,0,1,1,4
145,0.698,FORM ASP COMPUT,6,0,0,0,0,0,0,0,0,0,0,6
146,,GROUP DECIS NEGOT,6,0,0,0,0,0,1,0,0,0,0,5
147,1.232,IEEE T IND INFORM,6,0,0,0,0,0,0,1,0,1,1,3
148,0.983,INFORM COMPUT,6,0,0,0,0,0,0,0,0,0,1,5
149,0.297,INT J COMPUT INTEG M,6,0,0,0,0,0,1,0,0,0,0,5
150,0.707,J COMPUT CIVIL ENG,6,0,0,0,0,0,0,0,0,0,0,6
151,0.796,J INTELL INF SYST,6,0,0,0,0,0,0,0,1,1,0,4
152,,P AMER CONTR CONF,6,0,0,0,0,1,0,1,0,2,0,2
153,0.203,P I MECH ENG B-J ENG,6,0,0,0,0,1,0,0,0,0,1,4
154,,P INT COMP SOFTW APP,6,0,0,0,0,1,1,0,0,2,0,2
155,1.617,PERCEPTION,6,0,0,0,0,0,0,0,0,0,0,6
156,26.372,SCIENCE,6,0,0,1,0,1,1,0,0,0,1,2
157,0.542,SOFTWARE PRACT EXPER,6,0,1,1,0,0,2,0,0,1,1,0
158,0.543,SOFTWARE QUAL J,6,0,0,0,0,0,0,0,1,0,0,5
159,0.108,ACM SIGPLAN NOTICES,5,0,0,0,0,0,2,0,0,0,0,3
160,0.821,APPL MATH COMPUT,5,0,0,0,0,0,0,0,0,0,0,5
161,,COMP MED SY,5,0,0,1,0,0,0,0,0,0,3,1
162,1.029,COMPUT STAT DATA AN,5,0,1,0,0,0,0,2,0,0,0,2
163,2.099,ENVIRON MODELL SOFTW,5,0,0,0,0,2,0,0,0,0,0,3
164,1.803,IEEE ACM T COMPUT BI,5,0,0,1,1,1,0,0,0,0,0,2
165,1.518,IEEE T MULTIMEDIA,5,0,0,0,0,0,0,0,0,1,0,4
166,1.186,INT J ELECTRON COMM,5,0,0,0,0,0,0,0,0,0,1,4
167,1.822,INT J GEOGR INF SCI,5,0,0,0,1,0,0,0,0,0,0,4
168,1.537,INT J INNOV COMPUT I,5,0,0,0,0,1,3,0,0,0,1,0
169,0.560,INT J PROD RES,5,0,0,0,0,0,1,0,0,0,0,4
170,1.318,INT J ROBOT RES,5,0,0,0,0,0,0,0,0,0,1,4
171,0.113,INTEGR COMPUT-AID E,5,0,0,0,0,0,1,2,0,0,0,2
172,3.094,J AM MED INFORM ASSN,5,0,0,0,0,0,0,0,0,0,0,5
173,2.986,J CHEM INF MODEL,5,0,0,0,0,0,0,0,0,0,0,5
174,,J CONSCIOUSNESS STUD,5,0,0,0,0,0,0,0,1,0,0,4
175,0.419,J INTELL MANUF,5,0,0,0,1,1,0,0,1,0,0,2
176,1.103,J MECH DESIGN,5,0,0,0,0,0,0,0,0,0,1,4
177,1.265,J NETW COMPUT APPL,5,0,0,0,0,0,1,0,0,1,0,3
178,0.315,J UNIVERS COMPUT SCI,5,0,0,0,0,1,0,0,0,0,0,4
179,1.430,PHYSICA A,5,0,0,0,0,0,0,1,2,0,0,2
180,7.803,PSYCHOL REV,5,0,0,0,0,0,0,0,0,0,0,5
181,0.404,SIMUL-T SOC MOD SIM,5,0,0,1,0,0,0,1,0,0,0,3
182,0.300,WORLD WIDE WEB,5,0,0,0,0,1,1,0,2,0,0,1
183,0.800,ACTA INFORM,4,0,0,0,0,0,1,0,0,0,0,3
184,,BEHAV RES METHODS,4,0,0,0,0,0,0,0,1,1,0,2
185,2.367,COMPUT LINGUIST,4,0,0,1,0,0,0,0,0,0,0,3
186,1.094,COMPUT SPEECH LANG,4,0,0,0,0,0,0,0,0,0,1,3
187,,DYNAM CONT DIS SER A,4,0,0,0,0,1,0,0,0,1,0,2
188,0.619,EURASIP J ADV SIG PR,4,0,0,0,0,0,0,0,0,0,0,4
189,1.575,EVOL COMPUT,4,0,0,0,0,1,0,0,0,0,0,3
190,1.095,FUTURE GENER COMP SY,4,0,0,0,1,0,1,0,0,0,0,2
191,0.865,GEOINFORMATICA,4,0,0,0,0,1,0,0,0,1,0,2
192,,IASTED MODEL SIMUL,4,0,0,0,0,1,1,1,0,0,0,1
193,2.824,IEEE T AUTOMAT CONTR,4,0,0,0,0,0,0,0,1,1,0,2
194,2.344,IEEE T GEOSCI REMOTE,4,0,0,0,0,0,0,0,0,0,1,3
195,1.976,IEEE T ROBOT,4,0,0,0,1,0,2,0,0,0,0,1
196,1.191,IEEE T VEH TECHNOL,4,0,0,0,0,0,0,0,1,1,0,2
197,0.400,IND ROBOT,4,0,0,0,0,1,0,0,1,1,0,1
198,0.329,INFORMATICA-LITHUAN,4,0,0,0,0,0,0,1,0,0,0,3
199,0.482,INT J IMAG SYST TECH,4,0,0,0,0,0,0,0,0,0,0,4
200,0.376,INT J UNCERTAIN FUZZ,4,0,0,0,0,0,0,0,0,0,1,3
201,,J BUS ETHICS,4,0,0,0,0,0,0,0,0,0,1,3
202,1.185,J COMPUT SYST SCI,4,0,1,0,0,0,0,0,1,0,0,2
203,0.813,J GLOBAL OPTIM,4,0,1,0,0,1,0,1,0,0,0,1
204,0.644,J HEURISTICS,4,0,0,0,0,0,0,0,1,0,1,2
205,0.609,J SYMBOLIC LOGIC,4,0,0,0,1,0,0,0,0,0,0,3
206,,LEARN INSTR,4,0,0,0,0,0,0,0,1,2,0,1
207,0.682,MACH VISION APPL,4,0,0,0,0,0,0,0,0,0,1,3
208,3.198,MED PHYS,4,1,0,0,0,0,0,0,0,1,0,2
209,0.663,OCEAN ENG,4,0,0,0,0,0,1,0,0,0,0,3
210,,OPEN HOUSE INT,4,0,0,2,0,1,0,0,1,0,0,0
211,0.554,OPTIM METHOD SOFTW,4,0,0,0,0,0,0,0,0,0,0,4
212,1.371,PERCEPT PSYCHOPHYS,4,0,0,0,0,0,0,0,0,0,0,4
213,5.529,PHILOS T R SOC B,4,0,0,0,0,2,0,0,0,0,0,2
214,,PSYCHOL LEARN MOTIV,4,0,0,0,0,0,0,0,0,0,0,4
215,0.832,SCI COMPUT PROGRAM,4,0,0,0,0,0,1,0,0,0,0,3
216,0.088,STROJ VESTN-J MECH E,4,0,0,0,0,0,0,0,0,0,1,3
217,0.361,STUD HIST PHILOS SCI,4,0,0,0,0,0,0,0,0,0,0,4
218,,THEOR PSYCHOL,4,0,0,0,0,1,0,1,0,0,0,2
219,0.230,WIRELESS PERS COMMUN,4,0,0,0,0,0,0,1,0,1,0,2
220,0.538,AEROSP SCI TECHNOL,3,0,0,0,0,0,0,1,0,0,0,2
221,0.424,ALGEBR UNIV,3,0,0,0,0,0,0,0,0,0,2,1
222,1.963,ANNU REV INFORM SCI,3,0,0,0,0,0,0,0,0,0,0,3
223,,BMC MED INFORM DECIS,3,1,0,0,0,1,0,0,0,0,0,1
224,0.837,CHEM ENG RES DES,3,0,1,0,0,0,0,0,0,0,0,2
225,0.120,CHINESE J ELECTRON,3,0,0,0,0,0,0,0,0,1,0,2
226,1.170,COMPUT BIOL MED,3,0,0,0,0,0,1,0,1,0,0,1
227,0.523,COMPUT GRAPH-UK,3,0,0,0,0,0,0,0,0,0,0,3
228,0.141,DEFENCE SCI J,3,0,0,0,0,2,0,0,0,0,0,1
229,,DISCRETE OPTIM,3,0,0,0,0,0,0,0,0,0,0,3
230,2.077,ECOL MODEL,3,0,0,0,0,0,0,0,0,0,1,2
231,0.067,ELECTR ENG JPN,3,0,0,0,0,0,0,0,0,0,0,3
232,,EUROMICRO,3,0,0,0,0,0,1,0,0,0,0,2
233,,EUROMICRO CONF PROC,3,0,0,0,0,0,1,0,0,0,0,2
234,,IEEE IMTC P,3,0,0,0,0,0,0,0,0,0,0,3
235,,IEEE S LOG,3,0,0,0,0,0,0,0,0,0,1,2
236,0.768,IEEE T AUDIO SPEECH,3,0,0,0,0,1,0,0,0,0,1,1
237,1.229,IEEE T AUTOM SCI ENG,3,0,0,0,0,1,1,0,0,0,0,1
238,0.776,IEEE T COMPUT AID D,3,0,0,0,0,1,0,1,0,0,0,1
239,2.216,IEEE T IND ELECTRON,3,0,0,0,0,0,0,0,0,3,0,0
240,1.689,IEEE T INTELL TRANSP,3,0,0,0,0,0,0,0,0,1,0,2
241,1.289,IEEE T POWER SYST,3,0,0,0,0,0,0,0,0,0,0,3
242,0.252,IEICE T COMMUN,3,0,0,0,0,0,0,0,0,0,0,3
243,,IET IMAGE PROCESS,3,0,0,0,0,0,0,0,0,0,0,3
244,0.907,INFORMS J COMPUT,3,0,0,1,1,1,0,0,0,0,0,0
245,0.423,INT J COMPUT MATH,3,0,0,1,0,1,0,0,0,0,0,1
246,,INT J DOC ANAL RECOG,3,0,0,0,0,0,0,0,0,0,0,3
247,0.551,INT J GEN SYST,3,0,0,0,0,0,0,0,0,1,0,2
248,0.718,INT J INF TECH DECIS,3,1,0,0,0,0,0,0,0,0,0,2
249,0.488,INT J NEURAL SYST,3,0,0,0,0,0,0,0,0,0,0,3
